experiment_id,seed,coord_0,coord_1,coord_2,coord_3,coord_4,coord_5,coord_6,coord_7,radius_0,radius_1,radius_2,radius_3,dscs_angle_0,dscs_angle_10,dscs_angle_20,dscs_angle_40,dscs_angle_60,dscs_angle_80,dscs_angle_100,dscs_angle_120,dscs_angle_140,dscs_angle_160,hyperparam_object_type,hyperparam_vacuum_wavelength,hyperparam_side_length,hyperparam_number_of_cells,hyperparam_refractive_index,hyperparam_polar_angle,hyperparam_azimuthal_angle,hyperparam_polarization
experiment_232,232,0.32709632650446796,0.3461387204690489,0.6523401921457074,0.31058805104367904,0.847862959096492,0.5627923385401313,0.5733753268873962,0.6966012931101485,0.14480574679825797,0.28409629684326765,0.0752667304934902,0.19087922220389186,0.03462600974757218,0.03913728877980176,0.018466982916779593,0.008368557352613716,0.013355316098997984,0.010264995086561986,0.02024712823871127,0.018481833386441777,0.07086360378835774,0.15979707924561037,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_464,464,0.7083323509732334,0.34745573672813057,0.08095001327345508,0.0783396419244079,0.19373639522087094,0.5596735182708026,0.7231972374699327,0.34517221182631297,0.6119861801942077,0.21366990885086723,0.15566374920024584,0.21048882942237757,0.5864931501351115,0.1653711041509466,0.07819999333153349,0.02677694871348368,0.019096902675582457,0.011819995284046252,0.02110296839244537,0.02802556627341853,0.05477687343412118,0.16658975664482414,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_490,490,0.6056182701065128,0.14777576010449822,0.5114823410044205,0.6927453045812595,0.8870721646164595,0.31374652799283664,0.16151019415787793,0.7407924025041069,0.09022482223311679,0.9539918768016642,0.8350967560599647,0.6302155769997392,0.2830100640182346,0.0900345658850531,0.04235964739747771,0.015110728068284349,0.00819411569144806,0.004072750918013452,0.01429973252797266,0.017442121838350148,0.03865212141766379,0.3489905816797893,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_497,497,0.918419742416128,0.7417778136860157,0.5021045796971236,0.9310390686750274,0.7793802252300921,0.17397153088727668,0.33326607963116595,0.44001957969984984,0.23356813609253135,0.45016939855404503,0.005107506227273739,0.580075217676309,0.12553597659157723,0.07014929308131171,0.045766238998875254,0.025586707728462072,0.016402651398353726,0.013188673753323915,0.024193552588238243,0.02652283814730712,0.06384037155599585,0.2676209300770434,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_463,463,0.8088015550332983,0.8389044094024134,0.9295545755384167,0.43967983864650184,0.04107790325533256,0.5618529792862327,0.3301145715372542,0.7272612925067778,0.17835306904697623,0.8026068939696646,0.8570052696251432,0.038880436189151935,0.14044518636283282,0.18648837442622684,0.055743273730688755,0.013706751699698084,0.00868453007177684,0.005304604912713225,0.01073354100065873,0.013162821171479022,0.0333940332759674,0.30695632047221416,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_235,235,0.9305881031707407,0.5227070465651205,0.9277073720606203,0.3741086369845663,0.8382609313431852,0.08792430740932256,0.9534604451386803,0.05844942791404395,0.07768637419691005,0.6253794054019376,0.09093517785461558,0.3209962713410006,0.00027815499153959714,0.04804380703636982,0.03532347872656258,0.008811433024240764,0.004103451390470731,0.005866540265815891,0.011718554641231078,0.023784310599560574,0.045624630204823505,0.25920182080343385,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_203,203,0.8479000603201088,0.18893842932501292,0.6253472341028529,0.9697476465908497,0.5944485753374196,0.9114568794867757,0.774303778193713,0.6362766886595551,0.45060688316101294,0.20780668175549577,0.2456861493977045,0.7884892420993731,0.08016331774306314,0.06300031353609703,0.043837280606493924,0.03943623410338198,0.020004220211589114,0.020306389134917276,0.02869686973295323,0.02929899734983881,0.04833627623817831,0.2003379921274649,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_455,455,0.41223353605993496,0.35710392847370254,0.019362677813728246,0.9774660426379911,0.3187487948245582,0.579250626886771,0.4172660106058055,0.5373457780037229,0.32840180485233017,0.9476131365843787,0.06668620113838664,0.6336995019362934,0.011646104791179777,0.03302595124147556,0.02724314027033962,0.01712928999606608,0.009214345222677223,0.007302510956941398,0.017675266584189657,0.03143980636454304,0.043996493824678795,0.6778863974550253,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_452,452,0.8864286863256481,0.4267770061162103,0.8797632578062221,0.07758205674008478,0.03221375456522513,0.4639811895336632,0.14237448262587205,0.2267951656847752,0.8996885724198237,0.43617027409392917,0.14226246025354528,0.602717517126932,0.0038152748000940704,0.09986728363875126,0.0477770128005012,0.02647692740114031,0.018606832166370962,0.00910461146816944,0.0274389073429435,0.028336156790358617,0.08403290385635499,0.6564135058931625,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_204,204,0.9305565555045975,0.38120275592965536,0.9991547087057259,0.8932234072899272,0.3858426447060176,0.6086658567850772,0.49096715821694614,0.2551294714924791,0.6653470963848465,0.7690789149732724,0.26228214873920863,0.23880629719443314,0.09957894409094842,0.10150195583682525,0.0724326892229603,0.028360294066509712,0.0134253718965553,0.013691732283325191,0.01783269417244168,0.03957464578047497,0.05148404705829724,0.4892627417405279,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_499,499,0.9538107245586488,0.6455244230272476,0.7844540221915673,0.6143102621801486,0.03736931615547423,0.7347184064213323,0.7362722086913492,0.15777827360930707,0.3849080889068376,0.14255845890505536,0.6516102914029344,0.5094122329061493,0.2647452880478205,0.11981490611054628,0.07280452268360385,0.022226159431568252,0.015971961995698572,0.01057769614394712,0.02065931996558535,0.03930377426366499,0.0806269260577352,0.6988462074499678,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_439,439,0.5898573593548203,0.8417885321047461,0.908227290104443,0.7289283818303793,0.34978887856230567,0.5589030808917663,0.6651886919821591,0.7177438322674515,0.049152987748282584,0.2548349481137031,0.5184737043749863,0.5342544233819909,0.19057777880128096,0.10658854590781731,0.054774108128611235,0.02267251485321276,0.010825352029975525,0.006240585583426807,0.019185229762444782,0.04071069146921388,0.06205856942573903,0.8744004154409603,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_406,406,0.9182143767847546,0.5428110534580453,0.8120127312396577,0.16637858358163515,0.6513876303057524,0.5513608786428892,0.5776826542613217,0.693837990612824,0.3919144718010632,0.8212797990862345,0.8504811605566045,0.9186121492597547,0.2199073997877645,0.2287259043066562,0.13722552222661386,0.024238852488664517,0.02000911987482185,0.007594210410851656,0.02919149224150049,0.03250905832386216,0.0626401908145676,0.7609842357742735,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_250,250,0.2147793428763879,0.27266364074690175,0.6186243904561328,0.6413409855385834,0.5802736178340193,0.3338987008797223,0.6363675835163112,0.5054135504393968,0.357339616285376,0.7140176909747572,0.7731955550487949,0.11841782342597129,0.3173474067629303,0.1938138300379823,0.0919568477918976,0.0273428517293683,0.02165555997809106,0.008125066917531064,0.030744945386649188,0.06668267041702519,0.07249902525113891,1.0543964054049857,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_268,268,0.14897833343826083,0.6952221038096837,0.18802999223374062,0.6367075329517952,0.014944361357745684,0.009111365631012447,0.279753832334096,0.37696377978902895,0.9783896632481361,0.6588256461228489,0.7366598411410187,0.5615894943703661,0.029544868097909044,0.21097441793878496,0.12562471076660306,0.03311110864628418,0.01738886129660209,0.006407916081710119,0.03311346789100614,0.035204469438657536,0.05942234055196327,0.9141446209088523,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_257,257,0.9298264690781707,0.8066561574419341,0.7422925846108198,0.759030472895758,0.324305775916918,0.24922159544780198,0.4865653053486563,0.11584161214679789,0.6314354950686969,0.14057595578369453,0.5085958963855551,0.26155367200844437,0.08066274007826033,0.10433301718096227,0.06619170592670931,0.02140112256875749,0.009902566075112253,0.008336478257315138,0.013822156102526227,0.032073500848195,0.07977735248533084,0.38263156124515574,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_401,401,0.7292022682547407,0.33838050620709403,0.09372137901089639,0.7243696724693734,0.6074412231977089,0.9905021456884371,0.733961895271091,0.0826948845645652,0.5352496706028113,0.2276225202400879,0.44756847661761945,0.5299905979504733,0.005329077765012077,0.08712149518037027,0.06648335282864258,0.03101606375446543,0.018072417982152787,0.013448977159802323,0.031912850526406175,0.04313226983826224,0.09028140505272285,1.137929343580919,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_408,408,0.49364422367464655,0.8320982712268791,0.48691833445382615,0.40560464244102523,0.908255813637287,0.8875813444438965,0.4641207011578866,0.7393728425102666,0.9870269953759585,0.26888287695856716,0.007860077709390234,0.17109077343352352,0.06877454672129048,0.09450712176408375,0.05464986099093635,0.01974990243501049,0.013107972518139695,0.009643036666805825,0.01800778373356538,0.022570675441952206,0.043604527216244277,0.1827124019135709,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_295,295,0.6221533372261957,0.3315703570534235,0.47008748276378853,0.7195363445793443,0.8375173679367134,0.8445654343689382,0.413002832830746,0.5318659988545699,0.7312501607063091,0.6326650503183303,0.4911993254141819,0.0935313058611652,0.04188866210046482,0.04734026854803695,0.031877393137787785,0.015426185553774547,0.011192205595238142,0.005383780092214778,0.017092321977476965,0.031285388834348136,0.0494536008408422,0.851142778447818,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_437,437,0.5382098031432282,0.4021327418133036,0.6839834295416319,0.2895267218148332,0.07078060017389043,0.867976548236299,0.3599736305062263,0.6439161334959264,0.8245634488145713,0.7229776387454484,0.6192289187052129,0.002331684826064828,0.07238177295545108,0.13416408281513983,0.09366231595606019,0.01585733683036268,0.012219229343175288,0.0017144327356719354,0.01928455724206878,0.015595026786289492,0.03625714950197759,0.4429272680516476,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_261,261,0.8009359239014828,0.48581069403548804,0.608865458065455,0.06791929845774713,0.9441561921451125,0.14292943551568427,0.6124227342847137,0.3894383589435234,0.827106668527372,0.711006505255354,0.40762361004851,0.07602872927793802,0.0034902276814972135,0.19839509350609758,0.09731204090288356,0.019471429180861997,0.01926449849166948,0.004250993752467538,0.02760934660159424,0.026588817155635915,0.06190042998763178,0.4716138772223341,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_259,259,0.6902199080015028,0.10084559697157935,0.8754259106530076,0.7085301302525506,0.8109314998569846,0.6050503605072227,0.28165855652820526,0.7183422452148005,0.2661355113335797,0.8633012548147482,0.8776329643103569,0.2926009274641984,0.4767464346932441,0.2577735088521882,0.07961030280640856,0.01853186701635158,0.014927340271780672,0.009680643114271357,0.01654359351861451,0.021416643928156003,0.06291524336268405,0.678447414541395,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_266,266,0.07966406437392448,0.0024553741851678357,0.42695039183345207,0.7332507055487484,0.9997891279428791,0.11998400279627108,0.8819092330990397,0.4451859890426535,0.24438418356640534,0.8963836187705556,0.5020581108710005,0.0396081143670427,0.27869465392221576,0.07154046643805861,0.03135037189387905,0.021674176350755085,0.012544443710333033,0.013435559806794265,0.012276939670079106,0.03523780500794385,0.024076996306026943,0.8724868941172744,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_430,430,0.155934856819952,0.6898599275151961,0.8651137396721454,0.26411715041140515,0.3155269784962621,0.6263016313654728,0.6586406672789183,0.2655024472743954,0.9304624782877245,0.1739891800407911,0.48487974365802766,0.8795703072387188,0.011999696286196373,0.16066793820932293,0.06863008351443087,0.0225137640343314,0.016528134496159825,0.006959468337525183,0.01812361456183058,0.04494592224120444,0.053510549221477424,0.8768165569739038,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
experiment_292,292,0.25129537035340643,0.374827524931702,0.4778331781693874,0.3375472229731823,0.6102172990253353,0.4161119116136409,0.8866851678414728,0.06854573340321879,0.5980617969560339,0.7800327215568013,0.03811441965607343,0.20762195297420272,0.05577531795959985,0.0847738018128987,0.05033695088184995,0.029302712969251285,0.017497544535611555,0.007364805009773597,0.032108368028267616,0.019685098345027168,0.04429147435143369,0.2503297384199953,Sphere_surface,1.0,10.0,2,2.0,3.141592653589793,0.0,0
